Country,Province/Territory,District/Agency,Region/Type,Date,Indicators,Values,Unit
Pakistan,Sindh,Hyderabad,District,2010,Boys Enrolment at Middle and Secondary Stage in Urban Areas by District,18285,Number
Pakistan,Sindh,Hyderabad,District,2010,Boys Enrolment at Primary Stage in Rural Areas by District,23514,Number
Pakistan,Sindh,Hyderabad,District,2010,Boys Enrolment at Primary Stage in Urban Areas by District,39746,Number
Pakistan,Sindh,Hyderabad,District,2010,Boys Middle and Secondary Schools in Urban Areas by District,71,Number
Pakistan,Sindh,Hyderabad,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,12,Number
Pakistan,Sindh,Hyderabad,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,12,Number
Pakistan,Sindh,Hyderabad,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,64,Number
Pakistan,Sindh,Hyderabad,District,2010,Boys Middle and Secondary Schools with Electricity in Rural Areas by District,6,Number
Pakistan,Sindh,Hyderabad,District,2010,Boys Middle and Secondary Schools with Electricity in Urban Areas by District,60,Number
Pakistan,Sindh,Hyderabad,District,2010,Boys Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,66,Number
Pakistan,Sindh,Hyderabad,District,2010,Boys Primary Schools with Drinking Water Facility in Rural Areas by District,62,Number
Pakistan,Sindh,Hyderabad,District,2010,Boys Primary Schools with Drinking Water Facility in Urban Areas by District,76,Number
Pakistan,Sindh,Hyderabad,District,2010,Boys Primary Schools with Electricity in Rural Areas by District,38,Number
Pakistan,Sindh,Hyderabad,District,2010,Boys Primary Schools with Electricity in Urban Areas by District,57,Number
Pakistan,Sindh,Hyderabad,District,2010,Boys Primary Schools with Latrines Facility in Rural Areas by District,73,Number
Pakistan,Sindh,Hyderabad,District,2010,Boys Primary Schools with Latrines Facility in Urban Areas by District,84,Number
Pakistan,Sindh,Hyderabad,District,2010,Girls Enrolment at Middle and Secondary Stage in Rural Areas by District,3281,Number
Pakistan,Sindh,Hyderabad,District,2010,Girls Enrolment at Middle and Secondary Stage in Urban Areas by District,24255,Number
Pakistan,Sindh,Hyderabad,District,2010,Girls Enrolment at Primary Stage in Rural Areas by District,16887,Number
Pakistan,Sindh,Hyderabad,District,2010,Girls Enrolment at Primary Stage in Urban Areas by District,40068,Number
Pakistan,Sindh,Hyderabad,District,2010,Girls Middle and Secondary Schools in Urban Areas by District,59,Number
Pakistan,Sindh,Hyderabad,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,3,Number
Pakistan,Sindh,Hyderabad,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,6,Number
Pakistan,Sindh,Hyderabad,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,55,Number
Pakistan,Sindh,Hyderabad,District,2010,Girls Middle and Secondary Schools with Electricity in Rural Areas by District,4,Number
Pakistan,Sindh,Hyderabad,District,2010,Girls Middle and Secondary Schools with Electricity in Urban Areas by District,53,Number
Pakistan,Sindh,Hyderabad,District,2010,Girls Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,58,Number
Pakistan,Sindh,Hyderabad,District,2010,Girls Primary Schools with Drinking Water Facility in Rural Areas by District,59,Number
Pakistan,Sindh,Hyderabad,District,2010,Girls Primary Schools with Drinking Water Facility in Urban Areas by District,123,Number
Pakistan,Sindh,Hyderabad,District,2010,Girls Primary Schools with Electricity in Rural Areas by District,26,Number
Pakistan,Sindh,Hyderabad,District,2010,Girls Primary Schools with Electricity in Urban Areas by District,874,Number
Pakistan,Sindh,Hyderabad,District,2010,Girls Primary Schools with Latrines Facility in Rural Areas by District,84,Number
Pakistan,Sindh,Hyderabad,District,2010,Girls Primary Schools with Latrines Facility in Urban Areas by District,129,Number
Pakistan,Sindh,Hyderabad,District,2010,Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,25,Number
Pakistan,Sindh,Hyderabad,District,2010,Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,122,Number
Pakistan,Sindh,Hyderabad,District,2010,Middle and Secondary Schools with Electricity in Rural Areas by District,18,Number
Pakistan,Sindh,Hyderabad,District,2010,Middle and Secondary Schools with Electricity in Urban Areas by District,115,Number
Pakistan,Sindh,Hyderabad,District,2010,Middle and Secondary Schools with Student Latrines Facility in Rural Areas by District,30,Number
Pakistan,Sindh,Hyderabad,District,2010,Middle and Secondary Schools with Student Latrines Facility in Urban Areas by District,129,Number
Pakistan,Sindh,Hyderabad,District,2010,Primary Schools with Drinking Water Facility in Rural Areas by District,256,Number
Pakistan,Sindh,Hyderabad,District,2010,Primary Schools with Drinking Water Facility in Urban Areas by District,318,Number
Pakistan,Sindh,Hyderabad,District,2010,Primary Schools with Electricity in Rural Areas by District,132,Number
Pakistan,Sindh,Hyderabad,District,2010,Primary Schools with Electricity in Urban Areas by District,211,Number
Pakistan,Sindh,Hyderabad,District,2010,Primary Schools with Latrines Facility in Rural Areas by District,368,Number
Pakistan,Sindh,Hyderabad,District,2010,Primary Schools with Latrines Facility in Urban Areas by District,354,Number
Pakistan,Sindh,Hyderabad,District,2010,Private Sector Universities by District (Including Sub-Campuses),2,Number
Pakistan,Sindh,Hyderabad,District,2010,Public Sector Universities by District (Including Sub-Campuses),5,Number
Pakistan,Sindh,Hyderabad,District,2010,Rural-Public Sector Educational Institutions,538,Number
Pakistan,Sindh,Hyderabad,District,2010,Students in Middle and Secondary Schools of Rural Areas by District,9770,Number
Pakistan,Sindh,Hyderabad,District,2010,Students in Middle and Secondary Schools of Urban Areas by District,44750,Number
Pakistan,Sindh,Hyderabad,District,2010,Students in Primary Schools of Rural Areas by District,40281,Number
Pakistan,Sindh,Hyderabad,District,2010,Students in Primary Schools of Urban Areas by District,77604,Number
Pakistan,Sindh,Hyderabad,District,2010,Teachers in Middle and Secondary Schools of Rural Areas by District,326,Number
Pakistan,Sindh,Hyderabad,District,2010,Teachers in Middle and Secondary Schools of Urban Areas by District,3231,Number
Pakistan,Sindh,Hyderabad,District,2010,Teachers in Primary Schools of Rural Areas by District,1339,Number
Pakistan,Sindh,Hyderabad,District,2010,Teachers in Primary Schools of Urban Areas by District,4253,Number
Pakistan,Sindh,Hyderabad,District,2010,Total Boys Middle and Secondary Schools in Rural Areas by District,14,Number
Pakistan,Sindh,Hyderabad,District,2010,Total Boys Primary Schools in Rural Areas by District,88,Number
Pakistan,Sindh,Hyderabad,District,2010,Total Boys Primary Schools in Urban Areas by District,91,Number
Pakistan,Sindh,Hyderabad,District,2010,Total Girls Middle and Secondary Schools in Rural Areas by District,7,Number
Pakistan,Sindh,Hyderabad,District,2010,Total Girls Primary Schools in Rural Areas by District,106,Number
Pakistan,Sindh,Hyderabad,District,2010,Total Girls Primary Schools in Urban Areas by District,145,Number
Pakistan,Sindh,Hyderabad,District,2010,Total Middle and Secondary Schools in Rural Areas by District,40,Number
Pakistan,Sindh,Hyderabad,District,2010,Total Middle and Secondary Schools in Urban Areas by District,35,Number
Pakistan,Sindh,Hyderabad,District,2010,Total Primary Schools in Rural Areas by District,498,Number
Pakistan,Sindh,Hyderabad,District,2010,Total Primary Schools in Urban Areas by District,401,Number
Pakistan,Sindh,Hyderabad,District,2010,Total Universities by District (Including Sub-Campuses),7,Number
Pakistan,Sindh,Hyderabad,District,2010,Total-Public Sector Educational Institutions,1074,Number
Pakistan,Sindh,Hyderabad,District,2010,Urban-Public Sector Educational Institutions,536,Number
Pakistan,Sindh,Jacobabad,District,2010,Boys Enrolment at Middle and Secondary Stage in Rural Areas by District,7105,Number
Pakistan,Sindh,Jacobabad,District,2010,Boys Enrolment at Middle and Secondary Stage in Urban Areas by District,8461,Number
Pakistan,Sindh,Jacobabad,District,2010,Boys Enrolment at Primary Stage in Rural Areas by District,53732,Number
Pakistan,Sindh,Jacobabad,District,2010,Boys Enrolment at Primary Stage in Urban Areas by District,11744,Number
Pakistan,Sindh,Jacobabad,District,2010,Boys Middle and Secondary Schools in Urban Areas by District,9,Number
Pakistan,Sindh,Jacobabad,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,17,Number
Pakistan,Sindh,Jacobabad,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,18,Number
Pakistan,Sindh,Jacobabad,District,2010,Boys Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,4,Number
Pakistan,Sindh,Jacobabad,District,2010,Boys Middle and Secondary Schools with Electricity in Rural Areas by District,18,Number
Pakistan,Sindh,Jacobabad,District,2010,Boys Middle and Secondary Schools with Electricity in Urban Areas by District,6,Number
Pakistan,Sindh,Jacobabad,District,2010,Boys Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,8,Number
Pakistan,Sindh,Jacobabad,District,2010,Boys Primary Schools with Drinking Water Facility in Rural Areas by District,118,Number
Pakistan,Sindh,Jacobabad,District,2010,Boys Primary Schools with Drinking Water Facility in Urban Areas by District,5,Number
Pakistan,Sindh,Jacobabad,District,2010,Boys Primary Schools with Electricity in Rural Areas by District,61,Number
Pakistan,Sindh,Jacobabad,District,2010,Boys Primary Schools with Electricity in Urban Areas by District,3,Number
Pakistan,Sindh,Jacobabad,District,2010,Boys Primary Schools with Latrines Facility in Rural Areas by District,159,Number
Pakistan,Sindh,Jacobabad,District,2010,Boys Primary Schools with Latrines Facility in Urban Areas by District,7,Number
Pakistan,Sindh,Jacobabad,District,2010,Girls Enrolment at Middle and Secondary Stage in Rural Areas by District,3799,Number
Pakistan,Sindh,Jacobabad,District,2010,Girls Enrolment at Middle and Secondary Stage in Urban Areas by District,2528,Number
Pakistan,Sindh,Jacobabad,District,2010,Girls Enrolment at Primary Stage in Rural Areas by District,32399,Number
Pakistan,Sindh,Jacobabad,District,2010,Girls Enrolment at Primary Stage in Urban Areas by District,8370,Number
Pakistan,Sindh,Jacobabad,District,2010,Girls Middle and Secondary Schools in Urban Areas by District,9,Number
Pakistan,Sindh,Jacobabad,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,7,Number
Pakistan,Sindh,Jacobabad,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,9,Number
Pakistan,Sindh,Jacobabad,District,2010,Girls Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,3,Number
Pakistan,Sindh,Jacobabad,District,2010,Girls Middle and Secondary Schools with Electricity in Rural Areas by District,9,Number
Pakistan,Sindh,Jacobabad,District,2010,Girls Middle and Secondary Schools with Electricity in Urban Areas by District,4,Number
Pakistan,Sindh,Jacobabad,District,2010,Girls Middle and Secondary Schools with Student Laterine Facility in Urban Areas by District,7,Number
Pakistan,Sindh,Jacobabad,District,2010,Girls Primary Schools with Drinking Water Facility in Rural Areas by District,87,Number
Pakistan,Sindh,Jacobabad,District,2010,Girls Primary Schools with Drinking Water Facility in Urban Areas by District,10,Number
Pakistan,Sindh,Jacobabad,District,2010,Girls Primary Schools with Electricity in Rural Areas by District,25,Number
Pakistan,Sindh,Jacobabad,District,2010,Girls Primary Schools with Electricity in Urban Areas by District,17,Number
Pakistan,Sindh,Jacobabad,District,2010,Girls Primary Schools with Latrines Facility in Rural Areas by District,102,Number
Pakistan,Sindh,Jacobabad,District,2010,Girls Primary Schools with Latrines Facility in Urban Areas by District,25,Number
Pakistan,Sindh,Jacobabad,District,2010,Middle and Secondary Schools with Drinking Water Facility in Rural Areas by District,42,Number
Pakistan,Sindh,Jacobabad,District,2010,Middle and Secondary Schools with Drinking Water Facility in Urban Areas by District,8,Number
Pakistan,Sindh,Jacobabad,District,2010,Middle and Secondary Schools with Electricity in Rural Areas by District,35,Number
Pakistan,Sindh,Jacobabad,District,2010,Middle and Secondary Schools with Electricity in Urban Areas by District,11,Number
Pakistan,Sindh,Jacobabad,District,2010,Middle and Secondary Schools with Student Latrines Facility in Rural Areas by District,42,Number
Pakistan,Sindh,Jacobabad,District,2010,Middle and Secondary Schools with Student Latrines Facility in Urban Areas by District,17,Number
Pakistan,Sindh,Jacobabad,District,2010,Primary Schools with Drinking Water Facility in Rural Areas by District,416,Number
Pakistan,Sindh,Jacobabad,District,2010,Primary Schools with Drinking Water Facility in Urban Areas by District,28,Number
Pakistan,Sindh,Jacobabad,District,2010,Primary Schools with Electricity in Rural Areas by District,170,Number
Pakistan,Sindh,Jacobabad,District,2010,Primary Schools with Electricity in Urban Areas by District,43,Number
Pakistan,Sindh,Jacobabad,District,2010,Primary Schools with Latrines Facility in Rural Areas by District,512,Number
Pakistan,Sindh,Jacobabad,District,2010,Primary Schools with Latrines Facility in Urban Areas by District,58,Number
Pakistan,Sindh,Jacobabad,District,2010,Rural-Public Sector Educational Institutions,1458,Number
Pakistan,Sindh,Jacobabad,District,2010,Students in Middle and Secondary Schools of Rural Areas by District,11340,Number
Pakistan,Sindh,Jacobabad,District,2010,Students in Middle and Secondary Schools of Urban Areas by District,12280,Number
